"Taxa","weight","B11","Na23","Mg25","Al27","P31","S34","K39","Ca43","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","As75","Se82","Rb85","Sr88","Mo98","Cd111"
"CML281",2.32085571201682,2.86458141603085,1.86620888963682,3.13697686793698,3.24741766771163,2.2938434712219,4.40898223885385,2.93401083307866,3.72179070287679,2.29977014601834,2.63007108657071,6.12733609633325,3.96041504962498,1.12917076080556,1.9031740640357,3.59014847602841,2.57618387004204,3.82147797754325,3.12630386435311,2.09306991457762,2.22037028157151
"CML311",2.04855254998836,1.91431746930506,1.87585458525533,2.98448060396836,2.41279848699133,3.140007101829,3.67356940657125,3.54665051333363,4.45659474343892,3.22049522568672,3.03481634890941,6.97226465855279,4.38052956672072,3.69251142311221,2.76645789787462,3.68420042850948,0.868864941851331,4.82577509811856,4.03006208710073,0.699956452439445,2.38778373476084
"CML314",2.67720843426869,2.72172443897041,3.24801415007345,1.80910462213753,2.76125275952212,1.67509707526747,2.91053326373374,2.43487933538056,2.98654913270582,1.59596558792418,1.46816762449738,6.35174262531914,3.3914863893595,2.93995091804569,1.64511750927187,3.34099141767069,2.14987194416634,3.3892421128052,2.88398892065092,2.39476667052936,3.66428396471104
"CML321",1.62206113448673,3.51506124660274,3.0330094977949,3.13416958380186,1.10815155053135,3.03766444220094,4.5877026941995,2.83029373471556,3.51010987584725,3.14687011017459,2.99776861456047,7.0022274168222,4.65501421067335,2.04470250237715,2.38279085474812,3.90834571540629,3.96904469920198,3.58001022092534,3.79766321476747,1.88759113729168,3.36021302798045
"CML322",1.40548870192328,3.32442559354983,3.12668171913425,2.79681202649686,2.98397937766557,3.57572573417432,4.34418127172276,3.09718770004642,4.81527519742755,3.85733363465028,2.41154318577858,6.4963179445605,5.18736283336018,4.21404795661663,3.48620371635363,4.77354543833796,3.85927278435577,3.39084162030381,4.85556118391731,3.96845169878816,4.48255283893024
"CML323",1.33646872161523,2.44775829485363,0.599892965758218,2.39962487789813,2.20164957323669,3.65292222363546,5.155541727524,3.37487525091611,4.33574832380476,3.01733507449991,2.93182100168947,8.87280721081515,4.17194923313526,1.51625996229403,1.78884282438842,4.44305593351082,4.14061125926177,4.84284772573473,4.39136609068433,2.40342215261957,3.54364911341168
"CML328",1.6377133109998,3.66212140213984,3.26705826622122,0.770888613341347,3.22983421652759,0.682194181037475,1.60792840187979,1.61117867087078,4.0183489925554,3.20611543043481,2.79785546588039,7.16877069168208,4.31337641421491,1.83977545055612,3.19682540842566,3.60258320514532,3.41902096240562,2.4756072347423,3.79535908944551,2.83848478811562,3.57272830594114
"CML331",3.17350126234353,2.62535905713043,3.03256569050083,3.14952460425509,1.90034706829242,2.02001234861035,4.56787639241306,2.33644657071127,3.92093749152606,1.06571094081827,2.115313520709,6.76483859638417,3.91585221558526,2.17858892341283,3.08637470542984,3.29471247748499,2.66280788230211,3.12430382878484,3.70960417039328,2.94628241731352,4.13376674905122
"CML332",3.77534594793968,1.84080787250909,0.001,3.71230744278776,1.64205442755844,3.53011589939022,5.12800107291571,3.01257317553249,2.62436718637477,4.06248636675138,2.34811435859891,6.90353818715149,4.16044333723963,3.96395818854806,3.29067706212468,0.001,0.656129192749466,2.98758330290722,2.04600262946639,3.7778283161291,4.22154898702337
"CML333",1.13895264727705,3.40883813563269,3.14248716880101,3.19091510886374,2.99542229236868,4.08241570261281,5.11653904331987,3.87843801551051,4.99861173758615,2.84794737623452,3.93947342005401,7.40112694709719,5.73803047660455,4.86652469209276,4.06682554303624,4.68399352221262,3.78284560936793,4.52348266493638,4.40463604732511,3.77038352941289,4.57574115467252
"CML341",4.50212436278523,2.96156259535766,2.45116545718292,4.10911982595421,1.07529659162383,3.64857984151942,4.14747446107359,3.64349484842246,3.73738530025959,1.47578190408449,2.60271613156192,5.10599719876219,3.17900981826783,1.08423114180448,1.47480927606739,2.34769843461286,3.13397923221354,4.28679416571636,3.5921364541819,2.99911818729862,1.29559619461816
"CML38",1.71438191502236,1.92632433904409,2.44083615429661,3.20699450481538,2.77099590381442,3.12538384980216,3.97070560786786,3.47588742358241,1.98927918483148,2.64191996770445,2.12352081914994,7.20276072319152,4.94539434832947,3.21637334696626,2.78701441415339,4.20896050781839,3.46838359673241,5.63998589640082,2.88304201214,1.01518670113865,3.20746247691993
"CML45",2.16006303227254,1.61858130740414,1.64217249954129,2.20661062984632,2.11444792605872,1.08065499390457,2.7722149620188,1.3932544143435,4.11466538374468,3.06269728058776,2.46318985498352,7.0929891552402,4.19026313189932,2.9454527569289,1.34965988535718,4.26690790918614,2.75658276253592,2.75062638413202,4.17163671235711,2.9124366655495,3.52989153966049
"CML52",2.22733234389458,2.51212527632888,1.75926471328315,1.85802049782822,2.34599651678281,2.67505991797654,3.14512937728947,2.32167272190601,2.79406329117447,1.33772520112105,2.47570960510783,5.85271336317171,3.84253951345636,1.60495186301864,1.24337277740642,3.81063105568822,2.83670685534923,3.68906589787009,2.27109138540843,2.70024216511082,3.89965372074677
"CML61",3.53954296030964,2.78859813971637,1.36391905097388,2.94731216442522,0.552338763004269,4.11771772778438,4.78389661506866,3.47249789079698,3.84858684142743,3.2711853759892,3.06133237095842,6.66102487880378,2.79636922149547,3.7635058675951,2.8798813101975,2.40373162067554,3.14169360544636,3.73116515025122,3.04693982477802,2.66324719413671,2.0197205301081
"CML69",2.74389980525461,2.41022625680235,2.30812544910519,3.52000085100861,1.56772030947566,3.1063759034119,3.69000919889742,2.34532970205546,3.5117185681405,4.07526693689254,2.26848445342478,5.91279950709804,3.12646268877451,2.68492973513154,1.71908874023407,3.54948805302831,2.3025823692449,3.62883160003576,3.38229142662196,1.93221305559105,3.4285676690117
"CML77",3.02121119314305,1.77354340148028,2.28720191898442,2.1062481995292,0.998299807758401,2.89129952555569,2.60845840104211,3.22873202213716,2.31371947749815,0.904445650482143,2.39996441325882,5.65951769878484,3.004954426748,3.87474530233992,2.10275995680723,3.61215832043937,1.84016375952076,4.57027073047287,1.83215455676472,2.70562266908673,2.97679636779589
"CML91",3.43276421216804,2.25025093528863,1.46562562603027,2.33539719197608,1.46546642280954,1.83354948424871,2.40770191581092,2.03683928685139,3.93560106152147,2.28338207241831,1.04132424322131,6.22132194904581,2.96748398387864,2.09174550642999,1.11015338396832,3.22946077189219,1.97371870713399,2.34572538325231,3.84775401296641,0.705946373782383,3.51298910827921
"CML92",4.4579837347084,1.42392139893387,2.22234951539476,0.864739239787428,0.336589517681188,3.59120121947908,4.34910005362403,3.45633011624877,2.65342129893188,1.05598044255987,1.30681788246485,6.31672288192375,2.83835865848304,1.62262446317054,1.57162074709775,1.73551362503116,1.76912511643126,4.69620494606203,2.14397175158656,2.97205693435226,2.31635279177702
"CO125",0.861367709072444,3.1219312145586,2.56462051624461,5.23240661982952,2.67240092767211,4.61939584122969,5.83895992532416,3.19226521162863,2.17649460795293,4.94153944733071,3.38561392112526,5.19775319558719,4.79650273331246,2.12577203148837,3.9647104978452,4.87726921381697,3.9142292319789,2.24221405996438,2.3627075999447,4.67123571607474,3.10405883314081
"CO255",2.13006858326929,2.99880687143783,3.37416906350487,5.30496677175958,1.80225976134134,4.1845898627524,5.05760396129608,2.32986100197903,4.3078583572128,4.94856488178881,2.95367096063943,7.64277812009304,4.26538210317606,3.02976088584126,3.11230614666668,3.79845252289222,3.01880102265289,2.11932132561538,4.03062190654629,3.14041496188214,3.8712873627754
"DE_2",4.97580958086016,2.87846350862257,1.16293790546919,3.10195437276506,0.323809980490735,2.48503980838909,2.03170603596162,2.77884314139428,3.16067753503637,1.83294189915907,1.64588065923168,7.41375969234029,1.59639283148643,1.83665456858114,0.795513292960624,1.13701992245249,1.48072494710171,2.12493753253688,2.85707608167214,2.85532532687738,1.15698847809076
"DE_3",3.15346835890359,1.93460664073542,1.44559846107789,1.06435434637091,2.10691738459093,1.92217432774834,2.02716253337379,3.40389021747676,2.86666639180982,0.881100590818896,0.936698022003856,5.64900607590732,2.67373503176297,1.9490588456465,0.0501800696967006,3.00864135454034,1.56069880162994,3.70972278984448,2.98839011403638,3.10099607311494,4.55657794897577
"DE1",2.90841041617764,4.43693908546265,3.69717654973349,3.13744667023786,0.900582582276428,2.42480918707275,3.38075483172235,3.55290460979383,2.7231173743106,1.87858698616957,2.45813949422977,7.95898818661615,4.0419778198296,1.70317372769786,2.08787087717662,2.89266702708521,1.67494375703598,3.50732418953358,2.70897605912399,3.0126939333482,2.08420414013607
"E2558W",1.4791600180731,3.4322413110718,0.963045615437093,0.640156706703108,2.10508547353664,1.72431050195485,3.90250928339163,3.790255113606,3.20923402263313,1.17718252624243,1.96959279808296,6.00121758091926,1.08116607470253,1.79669102190658,1.61483653978243,4.28917379073957,3.6738766608801,3.45511725624527,3.60302990169639,2.17266539922358,3.12793876101411
"F2834T",1.36366687849776,3.07949480450091,2.65120327318195,2.08121705881922,1.69046839672949,4.04009038640645,4.9562488947368,4.8683497911689,5.37050772060291,3.19538872920364,1.52054922746426,5.64255128550431,4.33905391184279,3.08577626505276,3.16737829854524,4.87368702593292,3.99090679381705,5.73604922191428,5.90101716051632,4.16653963956589,3.53371521169271
"GA209",2.77157250820531,2.27867182143629,0.470763893791405,2.00380620581753,3.03380104227512,2.64959032973662,3.33962281088377,2.28595456095989,3.92224122864652,2.68510966044278,2.79089335203731,5.20487083825738,3.55612540110844,2.17905158570732,2.6387764019146,2.73785062864377,3.29131332606158,3.0352257665863,4.43889354666742,2.09055372078066,4.86949668692517
"GT112",2.5934059517502,3.68197351842633,2.00349182514878,3.22949449125181,1.60445417936233,2.60644782476144,3.61028553409373,1.32092384032407,3.99551004967634,4.03115986488728,0.830159415385491,5.88364476660787,3.10857757319403,3.67413453573695,1.14831030315478,3.56488773860368,2.6537102198452,0.25899691754528,3.03522492658013,2.62641621728322,3.93386063691464
"H105W",1.20420371211803,3.98526502392923,3.32641631246708,1.123426780684,2.86184957834698,3.16984284159903,4.52766685953894,3.78540616835317,3.60453453541483,2.16650244204192,1.30981005080112,6.34378958849013,4.1413532737913,2.93958471987125,1.59053327021981,4.59079700264383,3.70305319092461,2.66474175650705,3.16178180417456,2.45571756467803,5.1024928379586
"H49",3.00033116614341,3.03105665748975,1.71532638014932,3.64697041417332,0.797422946327683,4.00115770989402,5.78184801639254,3.47793278979333,4.07555906385825,4.09789154764735,0.682636662291117,4.25834547853807,3.78333778530733,2.84787008720885,1.51414455910958,2.60645853834803,2.17815914150128,3.21697312526375,4.65148922965141,3.14817805004028,3.39468000615712
"H91",2.49679072539101,1.58260207898871,1.25498636852838,4.25987735386251,0.881603350276409,4.30399705975099,4.61113317058419,3.39034441109015,3.25443677898354,4.33448934034285,1.20692564859121,6.3190163264508,3.64795417332357,1.86537312892139,1.37386333387396,3.52614786234324,3.0660576844699,4.07669560340143,3.02290203668672,2.75180624541598,2.75394752779578
"H95",1.19607367906576,3.73521893167954,3.86822888554928,2.74967305661409,2.65075716594143,2.41924706776288,3.98572113445424,2.96234401700362,4.87638692670213,2.8500856728222,2.12261287353561,5.97592255061289,4.93407445886005,2.73824817532857,2.49265115049053,4.85589724321016,3.59213288381587,3.32735053115483,5.66763652225888,4.45829857674035,4.73908215288369
"HI27",1.70759316093964,3.19666523987552,3.21533264934589,3.40903336094644,3.34574070037061,2.18816050247194,3.56106585806009,0.001,2.54078579452923,3.73105104301639,2.12875197403576,5.87467959064267,4.82571237834517,1.98803956625048,1.26370525405394,3.98860862370353,3.02043120910014,1.78209184766372,2.95261335699696,3.26741341502782,3.31442731836574
"HP301",0.180326645107718,4.44104800272919,3.92623453144968,4.55485417853536,3.66815080005192,2.91299254403599,4.60020045251799,2.71714917132482,5.27834436144686,5.28003854434076,2.69184679428359,7.23828034575918,5.75963269652862,1.77884414108948,4.12451936791885,5.44903269307252,4.68356838639403,4.39291402628452,5.6433270960306,2.95047002488217,4.75270331933415
"I137TN",4.55012410930076,1.21931146373493,0.109908857069007,3.78345991890717,3.03282964108727,3.17882961637341,3.47696540079707,1.44153812581852,3.69860935543414,3.22961747530212,2.43771517220039,5.47795879767758,3.22892092630222,1.72063046550847,2.21021457916703,2.46543513354764,0.001,2.51157577227544,3.87009291484909,3.62752618292165,3.18541037074472
"I29",0.224632776028157,4.06640488726794,3.20392057201169,5.13441182773097,4.41778380588473,4.07202225769838,3.98919836080864,2.29242401654779,3.80799973695647,3.26607425154972,3.53464741759564,8.89371684852512,6.21407420037344,3.58539766978624,3.54779327981206,5.58812097907341,4.54413934465223,2.85155443069588,3.9198213835156,3.50880965318334,4.76415367447891
"IA2132",0.001,5.23927615486124,3.33199371918883,3.02402297735415,5.30882808156159,3.80720709189223,6.42274160609861,5.66422567581263,5.63200467916228,4.10027837748495,3.95707155668441,9.07598007377532,4.90937280079264,4.10361500588048,3.73523662243576,5.60236654148544,5.33185988761816,6.86743293065634,6.35529001336623,3.79820905670954,4.93949040718567
"IDS91",0.761248947526238,3.07127473627473,2.04043055484842,4.97734218123101,4.05800040453526,3.60445956398213,4.17049576805148,2.31410813900138,5.6596202456549,5.37054391423706,1.97196094075617,6.49896125245599,5.66013936799654,2.72787415829346,4.03416098559305,5.38785642261336,4.9199338777068,4.18413750209347,5.69065667433942,2.46237570807846,3.9984257127476
"IL14H",1.25159066670668,3.95118923928437,4.34542014044314,4.07602938664396,3.35535095643365,5.11575127994916,5.9110817454483,5.63628809504259,4.04256193359183,3.29509164518218,3.01570703059187,7.32940233706227,5.34536544362264,2.5367132554346,3.7025302335479,4.71090463461222,3.65651432678435,6.35313102604707,4.43263069526244,3.23879103950963,5.35715794692216
"K148",2.42819724826407,2.74346203444412,2.9755878147425,3.26875709046854,3.18663153800228,2.78872935246747,4.25178233899705,1.78545113755237,3.76383917613239,3.35850249540925,1.52335204869874,6.52563693961306,4.47637066858234,2.30922739325531,3.58003486429152,3.71130202682966,2.44879624558637,1.54342854916124,3.49714595288051,2.12444555479535,2.98337440644942
"K4",1.1478739172653,3.08229863884225,3.39771331204025,2.32533219421209,1.70142720330122,2.59715814952095,4.60556935571357,2.65167866084714,2.68530335619229,2.64939650410552,0.422227566080519,5.30529098237379,4.7301691555061,0.001,1.63639535576369,4.77153098983818,3.69903706856372,2.31033044475288,3.1596806392001,3.08227561749641,5.08353669912105
"K55",1.5013577928323,2.12434652823814,2.477197249035,3.35609311115382,3.73804880847714,2.98617464831008,3.88353394916704,1.62211817583188,2.1966029987861,1.96886132254397,2.28185153968886,7.16565189678904,5.06105493449376,2.74368233049073,1.81643270148493,4.48220263583579,3.60749430456735,3.78158179072503,2.90787643708236,1.8443496102349,3.37065715432401
"K64",1.93202599810753,2.12917344446423,2.33524592024864,2.26044915887981,2.26851361467,2.18163911045571,2.33472548134198,2.92052921384281,3.37884808301584,1.61075452749577,0.314819177831832,7.05296007719445,4.32291100153709,2.39565364770667,1.42312036291983,4.40550211336513,2.49192766988544,3.87942311934981,2.83009490298415,3.15985920550497,3.60094298157243
"KI11",2.21817441738995,2.15084145438971,2.19830410936144,3.04435900512971,2.6509980582376,3.66302050405286,4.17369858431154,3.916176761437,3.10341368959919,2.56251518218272,2.61032374227689,6.69036064391145,3.83869664145832,1.89183431732177,2.96789879524338,3.79115874657352,2.87627541811487,4.65629880161156,3.051801940135,1.74375092981125,3.54509621449306
"KI2021",1.63029509704979,2.68571516180122,2.03422935405728,3.08777232749592,1.46159878280016,3.94906541186923,5.07905422694523,4.58447570690105,2.31608327898917,1.76052798250118,2.38369033392004,5.6692873241682,3.32981455396557,1.49007925298619,2.89191761042181,4.51573726593959,3.80639942194689,4.79622141044821,2.13920144921824,3.64974969450823,3.97932060954129
"KI3",2.8261892403831,2.3195018060651,1.79172722609652,2.936061757912,1.19340251617568,3.57064249850549,2.90888032695928,2.38737115969219,4.20673230086801,2.96862388237432,2.92052096888577,6.84079971270904,4.09794110703552,3.75987656032379,3.9664298675362,3.46247794167073,2.47358284395671,3.0652441698821,4.14057457851008,1.64379671563662,3.88586700429367
"KI43",3.77938285721985,1.71123049309711,2.77175415268009,5.50426856595589,1.52337452000852,5.70065357067091,5.08055114840683,3.64648392142172,4.30017454762943,4.56546464885898,2.98830181184088,5.70782769512349,2.92692573067132,2.04040601722887,2.12271670623115,2.03308431322773,2.94446932430581,4.5920718905278,3.66552476938571,1.89590467646375,3.41931530684979
"KI44",3.21309252315522,1.86716494850074,1.22296420289259,1.86442337860104,2.36805411993394,3.66309813928233,4.01998478150903,2.59421650579916,3.86952627340689,1.68399238561503,1.12030493085838,5.18599127020942,2.69937822763998,1.58321645259278,2.18546530165272,2.85950768309652,1.49691223071821,2.53417328935173,2.68521155388913,1.13754913932886,1.52520905301236
"KY21",2.64780488061705,2.07628831278856,1.86352630491856,2.43002441796393,1.75938111757683,2.71362783838623,2.90734983988471,3.20954884109963,5.10862534910827,2.35698391461304,0.741178109772387,5.39867932974858,3.30755019603401,4.35674983885844,1.9008639165938,4.25972360131247,2.16609210391276,3.29443983363621,5.73991215019363,3.82198000100573,5.5047848862727
"KY228",3.68386967586196,0.18705833092037,1.67000952356614,4.46148039646984,1.19106650523249,3.80421454712408,4.26713156143146,1.71053520416352,1.74928679401712,1.52547668116167,2.23400270828705,5.83803984272333,2.70119796750638,1.40730511340668,0.915388740495868,3.38679425632111,1.81628322196075,2.42415119215444,0.865187295319032,0.825996716539113,1.81312525944018
"L317",1.48626252162238,3.10987774852041,4.11068552264941,2.26967415702141,2.72826914283828,2.05769507846888,4.26468374295073,2.86849962836519,3.38792776916245,2.39219642018891,1.26301981078096,4.82136846173103,5.11385556182829,2.76253398536245,1.68105798445662,4.53199122927256,3.49632654043382,3.29671136006685,3.65984155092964,3.44343595424374,4.77887588806659
"L578",1.26995579563843,3.47472671929529,3.34257806839911,2.67993671623199,2.45104019476881,2.90752516738839,4.16072575266394,2.23592858497322,2.8116902933386,2.83127068931086,1.42236476659712,4.8663872402008,4.49104926181336,3.36054528874105,0.795837138719965,4.82771523035953,3.85078754688863,2.71668685479472,2.83833203784888,3.19192216655205,3.39274371868758
"M14",2.20247999921745,2.19097528671974,2.38667627194111,2.99933292804522,2.98219337307505,2.8980120220662,4.46126659883249,2.50398889900548,4.00409036047766,2.38325643683798,1.7754523835514,6.70325329582742,4.41454577516991,2.67720942235875,1.77158256770861,3.70560799366522,2.76671948490344,2.59558812069007,4.22173527019849,3.64497019928378,3.65758104438844
"M162W",3.69885160507709,2.87066381451801,1.39669973957599,1.69792891968637,1.5966825573282,1.84162289651535,3.08448474281999,1.80820445837951,3.75598513618435,2.19174238147551,1.2605831666989,4.56528506992293,2.43332623432619,3.23765993161758,0.945352185893502,3.10366115839746,2.20543023243164,2.02205922195567,3.09954518690296,4.85496684015484,4.1301640094563
"M37W",1.79131916702566,2.41054913365566,2.59656759840374,3.17809370573771,1.96176230570934,2.91043245928783,3.86874459808593,3.01769494916143,3.79623788694253,1.28016955001303,2.0773363700981,5.66605609882684,4.42999136040371,1.39052033598821,1.80750193122072,4.41155203525613,3.38442272565703,3.49581677643711,3.37070589798301,3.24870443584618,4.28978254202419
"MO18W",1.48665318363317,2.30756607934187,2.26740624501099,1.06612684973567,2.08288749505549,1.4940085297683,4.13938964580621,3.15563267603332,3.96678420113985,2.63883008684869,1.52821394498932,6.41475354309723,4.5307297089668,3.43357488022794,2.61100951716918,4.56768002073426,3.28929988001714,3.46084675160928,3.80399397461082,3.29688467553644,4.29245657979763
"MO24W",0.49532405017216,4.63808045713174,4.40677883478184,3.34479219917332,4.32427195252842,2.93565282235393,5.20922434845707,3.30264856515942,4.8469190316824,3.09200825884369,2.45586215521653,6.21079706043665,6.02514937904308,4.57729905810986,2.8650347677067,5.237294427491,4.85910486867998,4.11999785558726,4.59104745614283,3.71517769268234,6.07117453119662
"MO44",2.57621640285098,4.28654097073107,3.27869062011064,4.05807448852897,0.769918462123362,3.97993020315847,3.93804680713149,3.42140746511705,4.95160626970089,5.14699676603889,3.15319126949654,5.46579051326579,3.64852922454289,3.67464293237572,3.2749581178482,2.77472903053068,2.68260599238401,3.18129316649199,4.494561325255,4.14775106019498,3.00722738299435
"MO45",1.44734582216379,0.977752902702257,2.30106314475717,1.49623228697138,1.77100638175111,3.53489400046237,3.88478539107531,1.87442421762301,3.25358267627985,3.21496343889152,2.2218022879129,6.3682544690918,3.52794177800927,2.68051207311983,2.22557208866055,4.31733034785091,4.29305302548344,3.11548935057573,3.8420841613461,3.72609021322736,4.67533503141105
"MO46",3.38855299046123,1.5485890841586,1.03525411417128,3.13221026049632,2.08662218045327,2.54630251169501,3.35043651381703,0.878923079281779,2.57560234812231,2.69759376673777,2.67960096810726,7.25819848537946,3.62700573183844,2.3804105080775,1.86408276633078,2.84092554112631,1.40002436422257,3.13044737574036,3.18967034174481,1.26710527595281,4.27685588273817
"MS71",1.41050435109564,3.41255472589217,3.03485989278334,3.56247961526923,2.85585649891495,4.02480893951109,4.11889240911374,3.50084556014221,5.17067157949972,3.78990648346348,2.80146720884546,7.38750126964602,5.1021506580211,3.66328757791656,3.44926575898778,4.68518892953798,3.38463445339766,3.93635479215461,5.61721212240392,3.76493876388076,4.14908002619411
"N6",2.52567920752463,3.32673831050055,3.43963019803748,3.27741333819702,1.56409968062956,4.15631264116895,3.85291020975105,0.936391681451286,3.53455289528687,4.64764607921715,2.6489778667667,6.4593794967269,4.95424646076634,3.78539036702963,3.52465550357403,3.97430648072567,3.44601367324332,0.153127294019336,3.31232449836192,3.30201793863114,3.91773950690878
"N7A",2.53121688560944,1.41049090185799,2.18052521786709,3.10758541545472,2.25376196375638,2.15745644098992,2.75181120718447,2.59271736889078,2.4437762502671,1.53211463564411,1.17267200050374,6.93767462345663,3.89687551277083,2.43804987009238,1.3556804529973,3.31088180341444,2.37966067845338,3.54843184307498,2.67517100246175,3.24467137016394,4.53523735781251
"NC222",2.35474849814209,3.0658574915575,2.2757461000896,2.1813213269175,2.46256633368925,2.83866823867428,4.966772508582,2.24683282993293,4.75465539837062,3.08779495714544,2.75182712957469,5.45892114395199,4.14540727884918,2.9245647071494,2.74269960354555,4.60737162653567,2.45198047399981,2.55972452097084,5.30658549502626,2.92997079050463,4.61495648625333
"NC230",3.73340287289531,0.991694964028308,0.845675591541826,4.31083657579271,0.9190088818183,3.50057498108183,3.44331937318888,1.96981526748888,3.11951295850414,2.65391506184433,1.67576719104766,5.73181778304103,3.43321771471499,1.21779064302901,0.572939565542041,3.43275532768467,1.93213724997749,3.82213732858827,3.44568356121027,2.09080931412501,1.28900717307671
"NC236",1.20921193797801,3.6998294921001,3.97585822718387,1.92701309138225,3.45170749798762,2.63899853323272,2.54513816032471,2.50422306450885,4.3982529489869,1.79052392877308,1.65716534999084,9.32166883728327,5.27732075246007,2.64100398313299,2.09423757230366,4.47733203966249,3.70110397273199,2.81281130911312,4.45424677727526,3.87481991977639,5.90778190735497
"NC238",3.1958193082545,0.672095295810699,1.11189264535645,2.30500963643185,1.49909154247404,2.72393175678003,0.001,0.230098942382627,1.56987360101633,3.10620910599891,1.59128524213662,5.51234142939543,2.61919515718415,3.58667766493597,0.249314876351099,2.3451316936345,1.50090818630196,0.462382946706943,0.608453016594786,3.98307660561668,3.09522544346847
